sample_accession	sample_description	experimental_factor	environment_biome	dev_stage	project_name	submission_accession	binning_software	datahub	location_start	marine_region	assembly_software	serotype	environment_feature	last_updated	germline	sample_collection	culture_collection	broad_scale_environmental_context	submission_tool	status	completeness_score	lon	collected_by	size_fraction_lower_threshold	isolate	tax_lineage	host_sex	variety	temperature	ecotype	sample_alias	sampling_campaign	mating_type	tissue_lib	collection_date_start	environmental_sample	sub_species	sex	checklist	contamination_score	specimen_voucher	depth	taxonomic_identity_marker	host_growth_conditions	collection_date	country	ncbi_reporting_standard	keywords	host_gravidity	center_name	identified_by	cell_line	sampling_site	host	tag	related_sample_accession	lat	strain	bio_material	host_body_site	local_environmental_context	scientific_name	assembly_quality	collection_date_end	sample_capture_status	sample_title	host_status	tax_id	host_genotype	host_phenotype	study_accession	environmental_medium	cultivar	target_gene	submitted_host_sex	surveillance_target	altitude	host_scientific_name	description	accession	secondary_sample_accession	environment_material	host_tax_id	sampling_platform	sample_material	taxonomic_classification	location_end	protocol_label	cell_type	elevation	salinity	sequencing_method	disease	first_public	broker_name	sub_strain	size_fraction_upper_threshold	ph	serovar	investigation_type	location	tissue_type	age	isolation_source
SAMEA2570127	These data have been produced as part of The 3000 Rice Genome Project, which is an international effort to resequence a core collection of >3000 rice accessions from 92 countries. With the release of the sequencing data, the project calls for the global rice community to take advantage of this data as a foundation for establishing a global, public rice genetic/genomic database and information platform for advancing rice breeding technology for future rice improvement. Please see the here http://dx.doi.org/10.5524/200001 for further details.													2014-06-02						public						1;131567;2759;33090;35493;131221;3193;58023;78536;58024;3398;1437183;4447;1437197;4734;38820;4479;359160;147367;147380;1648021;4527;4530					CX31								ERC000011											BGI												Oryza sativa				WGS sequence of Rice line CX31		4530			PRJEB13618;PRJEB6180								These data have been produced as part of The 3000 Rice Genome Project, which is an international effort to resequence a core collection of >3000 rice accessions from 92 countries. With the release of the sequencing data, the project calls for the global rice community to take advantage of this data as a foundation for establishing a global, public rice genetic/genomic database and information platform for advancing rice breeding technology for future rice improvement. Please see the here http://dx.doi.org/10.5524/200001 for further details.	SAMEA2570127	ERS470610													2014-09-29								leaf		
SAMEA2569820	These data have been produced as part of The 3000 Rice Genome Project, which is an international effort to resequence a core collection of >3000 rice accessions from 92 countries. With the release of the sequencing data, the project calls for the global rice community to take advantage of this data as a foundation for establishing a global, public rice genetic/genomic database and information platform for advancing rice breeding technology for future rice improvement. Please see the here http://dx.doi.org/10.5524/200001 for further details.													2014-06-02						public						1;131567;2759;33090;35493;131221;3193;58023;78536;58024;3398;1437183;4447;1437197;4734;38820;4479;359160;147367;147380;1648021;4527;4530					IRIS_313-11307								ERC000011											BGI												Oryza sativa				WGS sequence of Rice line IRIS 313-11307		4530			PRJEB13618;PRJEB6180								These data have been produced as part of The 3000 Rice Genome Project, which is an international effort to resequence a core collection of >3000 rice accessions from 92 countries. With the release of the sequencing data, the project calls for the global rice community to take advantage of this data as a foundation for establishing a global, public rice genetic/genomic database and information platform for advancing rice breeding technology for future rice improvement. Please see the here http://dx.doi.org/10.5524/200001 for further details.	SAMEA2569820	ERS470098													2014-09-29								leaf		
SAMEA2730353	These data have been produced as part of The 3000 Rice Genome Project, which is an international effort to resequence a core collection of >3000 rice accessions from 92 countries. With the release of the sequencing data, the project calls for the global rice community to take advantage of this data as a foundation for establishing a global, public rice genetic/genomic database and information platform for advancing rice breeding technology for future rice improvement. Please see the here http://dx.doi.org/10.5524/200001 for further details.													2014-06-02						public						1;131567;2759;33090;35493;131221;3193;58023;78536;58024;3398;1437183;4447;1437197;4734;38820;4479;359160;147367;147380;1648021;4527;4530					B202								ERC000011											BGI												Oryza sativa				WGS sequence of Rice line B202		4530			PRJEB13618;PRJEB6180								These data have been produced as part of The 3000 Rice Genome Project, which is an international effort to resequence a core collection of >3000 rice accessions from 92 countries. With the release of the sequencing data, the project calls for the global rice community to take advantage of this data as a foundation for establishing a global, public rice genetic/genomic database and information platform for advancing rice breeding technology for future rice improvement. Please see the here http://dx.doi.org/10.5524/200001 for further details.	SAMEA2730353	ERS470406													2014-09-29								leaf		
SAMEA2570132	These data have been produced as part of The 3000 Rice Genome Project, which is an international effort to resequence a core collection of >3000 rice accessions from 92 countries. With the release of the sequencing data, the project calls for the global rice community to take advantage of this data as a foundation for establishing a global, public rice genetic/genomic database and information platform for advancing rice breeding technology for future rice improvement. Please see the here http://dx.doi.org/10.5524/200001 for further details.													2014-06-02						public						1;131567;2759;33090;35493;131221;3193;58023;78536;58024;3398;1437183;4447;1437197;4734;38820;4479;359160;147367;147380;1648021;4527;4530					CX317								ERC000011											BGI												Oryza sativa				WGS sequence of Rice line CX317		4530			PRJEB13618;PRJEB6180								These data have been produced as part of The 3000 Rice Genome Project, which is an international effort to resequence a core collection of >3000 rice accessions from 92 countries. With the release of the sequencing data, the project calls for the global rice community to take advantage of this data as a foundation for establishing a global, public rice genetic/genomic database and information platform for advancing rice breeding technology for future rice improvement. Please see the here http://dx.doi.org/10.5524/200001 for further details.	SAMEA2570132	ERS470615													2014-09-29								leaf		
SAMEA2730354	These data have been produced as part of The 3000 Rice Genome Project, which is an international effort to resequence a core collection of >3000 rice accessions from 92 countries. With the release of the sequencing data, the project calls for the global rice community to take advantage of this data as a foundation for establishing a global, public rice genetic/genomic database and information platform for advancing rice breeding technology for future rice improvement. Please see the here http://dx.doi.org/10.5524/200001 for further details.													2014-06-02						public						1;131567;2759;33090;35493;131221;3193;58023;78536;58024;3398;1437183;4447;1437197;4734;38820;4479;359160;147367;147380;1648021;4527;4530					B204								ERC000011											BGI												Oryza sativa				WGS sequence of Rice line B204		4530			PRJEB13618;PRJEB6180								These data have been produced as part of The 3000 Rice Genome Project, which is an international effort to resequence a core collection of >3000 rice accessions from 92 countries. With the release of the sequencing data, the project calls for the global rice community to take advantage of this data as a foundation for establishing a global, public rice genetic/genomic database and information platform for advancing rice breeding technology for future rice improvement. Please see the here http://dx.doi.org/10.5524/200001 for further details.	SAMEA2730354	ERS470408													2014-09-29								leaf		
SAMEA2569821	These data have been produced as part of The 3000 Rice Genome Project, which is an international effort to resequence a core collection of >3000 rice accessions from 92 countries. With the release of the sequencing data, the project calls for the global rice community to take advantage of this data as a foundation for establishing a global, public rice genetic/genomic database and information platform for advancing rice breeding technology for future rice improvement. Please see the here http://dx.doi.org/10.5524/200001 for further details.													2014-06-02						public						1;131567;2759;33090;35493;131221;3193;58023;78536;58024;3398;1437183;4447;1437197;4734;38820;4479;359160;147367;147380;1648021;4527;4530					IRIS_313-11308								ERC000011											BGI												Oryza sativa				WGS sequence of Rice line IRIS 313-11308		4530			PRJEB13618;PRJEB6180								These data have been produced as part of The 3000 Rice Genome Project, which is an international effort to resequence a core collection of >3000 rice accessions from 92 countries. With the release of the sequencing data, the project calls for the global rice community to take advantage of this data as a foundation for establishing a global, public rice genetic/genomic database and information platform for advancing rice breeding technology for future rice improvement. Please see the here http://dx.doi.org/10.5524/200001 for further details.	SAMEA2569821	ERS470099													2014-09-29								leaf		
SAMEA2570134	These data have been produced as part of The 3000 Rice Genome Project, which is an international effort to resequence a core collection of >3000 rice accessions from 92 countries. With the release of the sequencing data, the project calls for the global rice community to take advantage of this data as a foundation for establishing a global, public rice genetic/genomic database and information platform for advancing rice breeding technology for future rice improvement. Please see the here http://dx.doi.org/10.5524/200001 for further details.													2014-06-02						public						1;131567;2759;33090;35493;131221;3193;58023;78536;58024;3398;1437183;4447;1437197;4734;38820;4479;359160;147367;147380;1648021;4527;4530					CX33								ERC000011											BGI												Oryza sativa				WGS sequence of Rice line CX33		4530			PRJEB13618;PRJEB6180								These data have been produced as part of The 3000 Rice Genome Project, which is an international effort to resequence a core collection of >3000 rice accessions from 92 countries. With the release of the sequencing data, the project calls for the global rice community to take advantage of this data as a foundation for establishing a global, public rice genetic/genomic database and information platform for advancing rice breeding technology for future rice improvement. Please see the here http://dx.doi.org/10.5524/200001 for further details.	SAMEA2570134	ERS470621													2014-09-29								leaf		
SAMEA2730355	These data have been produced as part of The 3000 Rice Genome Project, which is an international effort to resequence a core collection of >3000 rice accessions from 92 countries. With the release of the sequencing data, the project calls for the global rice community to take advantage of this data as a foundation for establishing a global, public rice genetic/genomic database and information platform for advancing rice breeding technology for future rice improvement. Please see the here http://dx.doi.org/10.5524/200001 for further details.													2014-06-02						public						1;131567;2759;33090;35493;131221;3193;58023;78536;58024;3398;1437183;4447;1437197;4734;38820;4479;359160;147367;147380;1648021;4527;4530					B205								ERC000011											BGI												Oryza sativa				WGS sequence of Rice line B205		4530			PRJEB13618;PRJEB6180								These data have been produced as part of The 3000 Rice Genome Project, which is an international effort to resequence a core collection of >3000 rice accessions from 92 countries. With the release of the sequencing data, the project calls for the global rice community to take advantage of this data as a foundation for establishing a global, public rice genetic/genomic database and information platform for advancing rice breeding technology for future rice improvement. Please see the here http://dx.doi.org/10.5524/200001 for further details.	SAMEA2730355	ERS470409													2014-09-29								leaf		
SAMEA2569828	These data have been produced as part of The 3000 Rice Genome Project, which is an international effort to resequence a core collection of >3000 rice accessions from 92 countries. With the release of the sequencing data, the project calls for the global rice community to take advantage of this data as a foundation for establishing a global, public rice genetic/genomic database and information platform for advancing rice breeding technology for future rice improvement. Please see the here http://dx.doi.org/10.5524/200001 for further details.													2014-06-02						public						1;131567;2759;33090;35493;131221;3193;58023;78536;58024;3398;1437183;4447;1437197;4734;38820;4479;359160;147367;147380;1648021;4527;4530					IRIS_313-11270								ERC000011											BGI												Oryza sativa				WGS sequence of Rice line IRIS 313-11270		4530			PRJEB13618;PRJEB6180								These data have been produced as part of The 3000 Rice Genome Project, which is an international effort to resequence a core collection of >3000 rice accessions from 92 countries. With the release of the sequencing data, the project calls for the global rice community to take advantage of this data as a foundation for establishing a global, public rice genetic/genomic database and information platform for advancing rice breeding technology for future rice improvement. Please see the here http://dx.doi.org/10.5524/200001 for further details.	SAMEA2569828	ERS470106													2014-09-29								leaf		
SAMEA2570138	These data have been produced as part of The 3000 Rice Genome Project, which is an international effort to resequence a core collection of >3000 rice accessions from 92 countries. With the release of the sequencing data, the project calls for the global rice community to take advantage of this data as a foundation for establishing a global, public rice genetic/genomic database and information platform for advancing rice breeding technology for future rice improvement. Please see the here http://dx.doi.org/10.5524/200001 for further details.													2014-06-02						public						1;131567;2759;33090;35493;131221;3193;58023;78536;58024;3398;1437183;4447;1437197;4734;38820;4479;359160;147367;147380;1648021;4527;4530					CX349								ERC000011											BGI												Oryza sativa				WGS sequence of Rice line CX349		4530			PRJEB13618;PRJEB6180								These data have been produced as part of The 3000 Rice Genome Project, which is an international effort to resequence a core collection of >3000 rice accessions from 92 countries. With the release of the sequencing data, the project calls for the global rice community to take advantage of this data as a foundation for establishing a global, public rice genetic/genomic database and information platform for advancing rice breeding technology for future rice improvement. Please see the here http://dx.doi.org/10.5524/200001 for further details.	SAMEA2570138	ERS470633													2014-09-29								leaf		
SAMEA2569829	These data have been produced as part of The 3000 Rice Genome Project, which is an international effort to resequence a core collection of >3000 rice accessions from 92 countries. With the release of the sequencing data, the project calls for the global rice community to take advantage of this data as a foundation for establishing a global, public rice genetic/genomic database and information platform for advancing rice breeding technology for future rice improvement. Please see the here http://dx.doi.org/10.5524/200001 for further details.													2014-06-02						public						1;131567;2759;33090;35493;131221;3193;58023;78536;58024;3398;1437183;4447;1437197;4734;38820;4479;359160;147367;147380;1648021;4527;4530					IRIS_313-11315								ERC000011											BGI												Oryza sativa				WGS sequence of Rice line IRIS 313-11315		4530			PRJEB13618;PRJEB6180								These data have been produced as part of The 3000 Rice Genome Project, which is an international effort to resequence a core collection of >3000 rice accessions from 92 countries. With the release of the sequencing data, the project calls for the global rice community to take advantage of this data as a foundation for establishing a global, public rice genetic/genomic database and information platform for advancing rice breeding technology for future rice improvement. Please see the here http://dx.doi.org/10.5524/200001 for further details.	SAMEA2569829	ERS470107													2014-09-29								leaf		
SAMEA2570142	These data have been produced as part of The 3000 Rice Genome Project, which is an international effort to resequence a core collection of >3000 rice accessions from 92 countries. With the release of the sequencing data, the project calls for the global rice community to take advantage of this data as a foundation for establishing a global, public rice genetic/genomic database and information platform for advancing rice breeding technology for future rice improvement. Please see the here http://dx.doi.org/10.5524/200001 for further details.													2014-06-02						public						1;131567;2759;33090;35493;131221;3193;58023;78536;58024;3398;1437183;4447;1437197;4734;38820;4479;359160;147367;147380;1648021;4527;4530					CX353								ERC000011											BGI												Oryza sativa				WGS sequence of Rice line CX353		4530			PRJEB13618;PRJEB6180								These data have been produced as part of The 3000 Rice Genome Project, which is an international effort to resequence a core collection of >3000 rice accessions from 92 countries. With the release of the sequencing data, the project calls for the global rice community to take advantage of this data as a foundation for establishing a global, public rice genetic/genomic database and information platform for advancing rice breeding technology for future rice improvement. Please see the here http://dx.doi.org/10.5524/200001 for further details.	SAMEA2570142	ERS470638													2014-09-29								leaf		
SAMEA2730356	These data have been produced as part of The 3000 Rice Genome Project, which is an international effort to resequence a core collection of >3000 rice accessions from 92 countries. With the release of the sequencing data, the project calls for the global rice community to take advantage of this data as a foundation for establishing a global, public rice genetic/genomic database and information platform for advancing rice breeding technology for future rice improvement. Please see the here http://dx.doi.org/10.5524/200001 for further details.													2014-06-02						public						1;131567;2759;33090;35493;131221;3193;58023;78536;58024;3398;1437183;4447;1437197;4734;38820;4479;359160;147367;147380;1648021;4527;4530					B207								ERC000011											BGI												Oryza sativa				WGS sequence of Rice line B207		4530			PRJEB13618;PRJEB6180								These data have been produced as part of The 3000 Rice Genome Project, which is an international effort to resequence a core collection of >3000 rice accessions from 92 countries. With the release of the sequencing data, the project calls for the global rice community to take advantage of this data as a foundation for establishing a global, public rice genetic/genomic database and information platform for advancing rice breeding technology for future rice improvement. Please see the here http://dx.doi.org/10.5524/200001 for further details.	SAMEA2730356	ERS470410													2014-09-29								leaf		
SAMEA2570143	These data have been produced as part of The 3000 Rice Genome Project, which is an international effort to resequence a core collection of >3000 rice accessions from 92 countries. With the release of the sequencing data, the project calls for the global rice community to take advantage of this data as a foundation for establishing a global, public rice genetic/genomic database and information platform for advancing rice breeding technology for future rice improvement. Please see the here http://dx.doi.org/10.5524/200001 for further details.													2014-06-02						public						1;131567;2759;33090;35493;131221;3193;58023;78536;58024;3398;1437183;4447;1437197;4734;38820;4479;359160;147367;147380;1648021;4527;4530					CX354								ERC000011											BGI												Oryza sativa				WGS sequence of Rice line CX354		4530			PRJEB13618;PRJEB6180								These data have been produced as part of The 3000 Rice Genome Project, which is an international effort to resequence a core collection of >3000 rice accessions from 92 countries. With the release of the sequencing data, the project calls for the global rice community to take advantage of this data as a foundation for establishing a global, public rice genetic/genomic database and information platform for advancing rice breeding technology for future rice improvement. Please see the here http://dx.doi.org/10.5524/200001 for further details.	SAMEA2570143	ERS470639													2014-09-29								leaf		
SAMEA2569831	These data have been produced as part of The 3000 Rice Genome Project, which is an international effort to resequence a core collection of >3000 rice accessions from 92 countries. With the release of the sequencing data, the project calls for the global rice community to take advantage of this data as a foundation for establishing a global, public rice genetic/genomic database and information platform for advancing rice breeding technology for future rice improvement. Please see the here http://dx.doi.org/10.5524/200001 for further details.													2014-06-02						public						1;131567;2759;33090;35493;131221;3193;58023;78536;58024;3398;1437183;4447;1437197;4734;38820;4479;359160;147367;147380;1648021;4527;4530					IRIS_313-11317								ERC000011											BGI												Oryza sativa				WGS sequence of Rice line IRIS 313-11317		4530			PRJEB13618;PRJEB6180								These data have been produced as part of The 3000 Rice Genome Project, which is an international effort to resequence a core collection of >3000 rice accessions from 92 countries. With the release of the sequencing data, the project calls for the global rice community to take advantage of this data as a foundation for establishing a global, public rice genetic/genomic database and information platform for advancing rice breeding technology for future rice improvement. Please see the here http://dx.doi.org/10.5524/200001 for further details.	SAMEA2569831	ERS470109													2014-09-29								leaf		
SAMEA2730357	These data have been produced as part of The 3000 Rice Genome Project, which is an international effort to resequence a core collection of >3000 rice accessions from 92 countries. With the release of the sequencing data, the project calls for the global rice community to take advantage of this data as a foundation for establishing a global, public rice genetic/genomic database and information platform for advancing rice breeding technology for future rice improvement. Please see the here http://dx.doi.org/10.5524/200001 for further details.													2014-06-02						public						1;131567;2759;33090;35493;131221;3193;58023;78536;58024;3398;1437183;4447;1437197;4734;38820;4479;359160;147367;147380;1648021;4527;4530					B208								ERC000011											BGI												Oryza sativa				WGS sequence of Rice line B208		4530			PRJEB13618;PRJEB6180								These data have been produced as part of The 3000 Rice Genome Project, which is an international effort to resequence a core collection of >3000 rice accessions from 92 countries. With the release of the sequencing data, the project calls for the global rice community to take advantage of this data as a foundation for establishing a global, public rice genetic/genomic database and information platform for advancing rice breeding technology for future rice improvement. Please see the here http://dx.doi.org/10.5524/200001 for further details.	SAMEA2730357	ERS470411													2014-09-29								leaf		
SAMEA2570147	These data have been produced as part of The 3000 Rice Genome Project, which is an international effort to resequence a core collection of >3000 rice accessions from 92 countries. With the release of the sequencing data, the project calls for the global rice community to take advantage of this data as a foundation for establishing a global, public rice genetic/genomic database and information platform for advancing rice breeding technology for future rice improvement. Please see the here http://dx.doi.org/10.5524/200001 for further details.													2014-06-02						public						1;131567;2759;33090;35493;131221;3193;58023;78536;58024;3398;1437183;4447;1437197;4734;38820;4479;359160;147367;147380;1648021;4527;4530					CX361								ERC000011											BGI												Oryza sativa				WGS sequence of Rice line CX361		4530			PRJEB13618;PRJEB6180								These data have been produced as part of The 3000 Rice Genome Project, which is an international effort to resequence a core collection of >3000 rice accessions from 92 countries. With the release of the sequencing data, the project calls for the global rice community to take advantage of this data as a foundation for establishing a global, public rice genetic/genomic database and information platform for advancing rice breeding technology for future rice improvement. Please see the here http://dx.doi.org/10.5524/200001 for further details.	SAMEA2570147	ERS470646													2014-09-29								leaf		
SAMEA2730360	These data have been produced as part of The 3000 Rice Genome Project, which is an international effort to resequence a core collection of >3000 rice accessions from 92 countries. With the release of the sequencing data, the project calls for the global rice community to take advantage of this data as a foundation for establishing a global, public rice genetic/genomic database and information platform for advancing rice breeding technology for future rice improvement. Please see the here http://dx.doi.org/10.5524/200001 for further details.													2014-06-02						public						1;131567;2759;33090;35493;131221;3193;58023;78536;58024;3398;1437183;4447;1437197;4734;38820;4479;359160;147367;147380;1648021;4527;4530					B213								ERC000011											BGI												Oryza sativa				WGS sequence of Rice line B213		4530			PRJEB13618;PRJEB6180								These data have been produced as part of The 3000 Rice Genome Project, which is an international effort to resequence a core collection of >3000 rice accessions from 92 countries. With the release of the sequencing data, the project calls for the global rice community to take advantage of this data as a foundation for establishing a global, public rice genetic/genomic database and information platform for advancing rice breeding technology for future rice improvement. Please see the here http://dx.doi.org/10.5524/200001 for further details.	SAMEA2730360	ERS470414													2014-09-29								leaf		
SAMEA2569832	These data have been produced as part of The 3000 Rice Genome Project, which is an international effort to resequence a core collection of >3000 rice accessions from 92 countries. With the release of the sequencing data, the project calls for the global rice community to take advantage of this data as a foundation for establishing a global, public rice genetic/genomic database and information platform for advancing rice breeding technology for future rice improvement. Please see the here http://dx.doi.org/10.5524/200001 for further details.													2014-06-02						public						1;131567;2759;33090;35493;131221;3193;58023;78536;58024;3398;1437183;4447;1437197;4734;38820;4479;359160;147367;147380;1648021;4527;4530					IRIS_313-11318								ERC000011											BGI												Oryza sativa				WGS sequence of Rice line IRIS 313-11318		4530			PRJEB13618;PRJEB6180								These data have been produced as part of The 3000 Rice Genome Project, which is an international effort to resequence a core collection of >3000 rice accessions from 92 countries. With the release of the sequencing data, the project calls for the global rice community to take advantage of this data as a foundation for establishing a global, public rice genetic/genomic database and information platform for advancing rice breeding technology for future rice improvement. Please see the here http://dx.doi.org/10.5524/200001 for further details.	SAMEA2569832	ERS470110													2014-09-29								leaf		
SAMEA2570148	These data have been produced as part of The 3000 Rice Genome Project, which is an international effort to resequence a core collection of >3000 rice accessions from 92 countries. With the release of the sequencing data, the project calls for the global rice community to take advantage of this data as a foundation for establishing a global, public rice genetic/genomic database and information platform for advancing rice breeding technology for future rice improvement. Please see the here http://dx.doi.org/10.5524/200001 for further details.													2014-06-02						public						1;131567;2759;33090;35493;131221;3193;58023;78536;58024;3398;1437183;4447;1437197;4734;38820;4479;359160;147367;147380;1648021;4527;4530					CX362								ERC000011											BGI												Oryza sativa				WGS sequence of Rice line CX362		4530			PRJEB13618;PRJEB6180								These data have been produced as part of The 3000 Rice Genome Project, which is an international effort to resequence a core collection of >3000 rice accessions from 92 countries. With the release of the sequencing data, the project calls for the global rice community to take advantage of this data as a foundation for establishing a global, public rice genetic/genomic database and information platform for advancing rice breeding technology for future rice improvement. Please see the here http://dx.doi.org/10.5524/200001 for further details.	SAMEA2570148	ERS470647													2014-09-29								leaf		
SAMEA2569838	These data have been produced as part of The 3000 Rice Genome Project, which is an international effort to resequence a core collection of >3000 rice accessions from 92 countries. With the release of the sequencing data, the project calls for the global rice community to take advantage of this data as a foundation for establishing a global, public rice genetic/genomic database and information platform for advancing rice breeding technology for future rice improvement. Please see the here http://dx.doi.org/10.5524/200001 for further details.													2014-06-02						public						1;131567;2759;33090;35493;131221;3193;58023;78536;58024;3398;1437183;4447;1437197;4734;38820;4479;359160;147367;147380;1648021;4527;4530					IRIS_313-11324								ERC000011											BGI												Oryza sativa				WGS sequence of Rice line IRIS 313-11324		4530			PRJEB13618;PRJEB6180								These data have been produced as part of The 3000 Rice Genome Project, which is an international effort to resequence a core collection of >3000 rice accessions from 92 countries. With the release of the sequencing data, the project calls for the global rice community to take advantage of this data as a foundation for establishing a global, public rice genetic/genomic database and information platform for advancing rice breeding technology for future rice improvement. Please see the here http://dx.doi.org/10.5524/200001 for further details.	SAMEA2569838	ERS470116													2014-09-29								leaf		
SAMEA2730365	These data have been produced as part of The 3000 Rice Genome Project, which is an international effort to resequence a core collection of >3000 rice accessions from 92 countries. With the release of the sequencing data, the project calls for the global rice community to take advantage of this data as a foundation for establishing a global, public rice genetic/genomic database and information platform for advancing rice breeding technology for future rice improvement. Please see the here http://dx.doi.org/10.5524/200001 for further details.													2014-06-02						public						1;131567;2759;33090;35493;131221;3193;58023;78536;58024;3398;1437183;4447;1437197;4734;38820;4479;359160;147367;147380;1648021;4527;4530					B214								ERC000011											BGI												Oryza sativa				WGS sequence of Rice line B214		4530			PRJEB13618;PRJEB6180								These data have been produced as part of The 3000 Rice Genome Project, which is an international effort to resequence a core collection of >3000 rice accessions from 92 countries. With the release of the sequencing data, the project calls for the global rice community to take advantage of this data as a foundation for establishing a global, public rice genetic/genomic database and information platform for advancing rice breeding technology for future rice improvement. Please see the here http://dx.doi.org/10.5524/200001 for further details.	SAMEA2730365	ERS470415													2014-09-29								leaf		
SAMEA2570151	These data have been produced as part of The 3000 Rice Genome Project, which is an international effort to resequence a core collection of >3000 rice accessions from 92 countries. With the release of the sequencing data, the project calls for the global rice community to take advantage of this data as a foundation for establishing a global, public rice genetic/genomic database and information platform for advancing rice breeding technology for future rice improvement. Please see the here http://dx.doi.org/10.5524/200001 for further details.													2014-06-02						public						1;131567;2759;33090;35493;131221;3193;58023;78536;58024;3398;1437183;4447;1437197;4734;38820;4479;359160;147367;147380;1648021;4527;4530					CX366								ERC000011											BGI												Oryza sativa				WGS sequence of Rice line CX366		4530			PRJEB13618;PRJEB6180								These data have been produced as part of The 3000 Rice Genome Project, which is an international effort to resequence a core collection of >3000 rice accessions from 92 countries. With the release of the sequencing data, the project calls for the global rice community to take advantage of this data as a foundation for establishing a global, public rice genetic/genomic database and information platform for advancing rice breeding technology for future rice improvement. Please see the here http://dx.doi.org/10.5524/200001 for further details.	SAMEA2570151	ERS470651													2014-09-29								leaf		
SAMEA2569839	These data have been produced as part of The 3000 Rice Genome Project, which is an international effort to resequence a core collection of >3000 rice accessions from 92 countries. With the release of the sequencing data, the project calls for the global rice community to take advantage of this data as a foundation for establishing a global, public rice genetic/genomic database and information platform for advancing rice breeding technology for future rice improvement. Please see the here http://dx.doi.org/10.5524/200001 for further details.													2014-06-02						public						1;131567;2759;33090;35493;131221;3193;58023;78536;58024;3398;1437183;4447;1437197;4734;38820;4479;359160;147367;147380;1648021;4527;4530					IRIS_313-11271								ERC000011											BGI												Oryza sativa				WGS sequence of Rice line IRIS 313-11271		4530			PRJEB13618;PRJEB6180								These data have been produced as part of The 3000 Rice Genome Project, which is an international effort to resequence a core collection of >3000 rice accessions from 92 countries. With the release of the sequencing data, the project calls for the global rice community to take advantage of this data as a foundation for establishing a global, public rice genetic/genomic database and information platform for advancing rice breeding technology for future rice improvement. Please see the here http://dx.doi.org/10.5524/200001 for further details.	SAMEA2569839	ERS470117													2014-09-29								leaf		
SAMEA2730371	These data have been produced as part of The 3000 Rice Genome Project, which is an international effort to resequence a core collection of >3000 rice accessions from 92 countries. With the release of the sequencing data, the project calls for the global rice community to take advantage of this data as a foundation for establishing a global, public rice genetic/genomic database and information platform for advancing rice breeding technology for future rice improvement. Please see the here http://dx.doi.org/10.5524/200001 for further details.													2014-06-02						public						1;131567;2759;33090;35493;131221;3193;58023;78536;58024;3398;1437183;4447;1437197;4734;38820;4479;359160;147367;147380;1648021;4527;4530					B221								ERC000011											BGI												Oryza sativa				WGS sequence of Rice line B221		4530			PRJEB13618;PRJEB6180								These data have been produced as part of The 3000 Rice Genome Project, which is an international effort to resequence a core collection of >3000 rice accessions from 92 countries. With the release of the sequencing data, the project calls for the global rice community to take advantage of this data as a foundation for establishing a global, public rice genetic/genomic database and information platform for advancing rice breeding technology for future rice improvement. Please see the here http://dx.doi.org/10.5524/200001 for further details.	SAMEA2730371	ERS470421													2014-09-29								leaf		
SAMEA2570153	These data have been produced as part of The 3000 Rice Genome Project, which is an international effort to resequence a core collection of >3000 rice accessions from 92 countries. With the release of the sequencing data, the project calls for the global rice community to take advantage of this data as a foundation for establishing a global, public rice genetic/genomic database and information platform for advancing rice breeding technology for future rice improvement. Please see the here http://dx.doi.org/10.5524/200001 for further details.													2014-06-02						public						1;131567;2759;33090;35493;131221;3193;58023;78536;58024;3398;1437183;4447;1437197;4734;38820;4479;359160;147367;147380;1648021;4527;4530					CX369								ERC000011											BGI												Oryza sativa				WGS sequence of Rice line CX369		4530			PRJEB13618;PRJEB6180								These data have been produced as part of The 3000 Rice Genome Project, which is an international effort to resequence a core collection of >3000 rice accessions from 92 countries. With the release of the sequencing data, the project calls for the global rice community to take advantage of this data as a foundation for establishing a global, public rice genetic/genomic database and information platform for advancing rice breeding technology for future rice improvement. Please see the here http://dx.doi.org/10.5524/200001 for further details.	SAMEA2570153	ERS470654													2014-09-29								leaf		
SAMEA2569843	These data have been produced as part of The 3000 Rice Genome Project, which is an international effort to resequence a core collection of >3000 rice accessions from 92 countries. With the release of the sequencing data, the project calls for the global rice community to take advantage of this data as a foundation for establishing a global, public rice genetic/genomic database and information platform for advancing rice breeding technology for future rice improvement. Please see the here http://dx.doi.org/10.5524/200001 for further details.													2014-06-02						public						1;131567;2759;33090;35493;131221;3193;58023;78536;58024;3398;1437183;4447;1437197;4734;38820;4479;359160;147367;147380;1648021;4527;4530					IRIS_313-11328								ERC000011											BGI												Oryza sativa				WGS sequence of Rice line IRIS 313-11328		4530			PRJEB13618;PRJEB6180								These data have been produced as part of The 3000 Rice Genome Project, which is an international effort to resequence a core collection of >3000 rice accessions from 92 countries. With the release of the sequencing data, the project calls for the global rice community to take advantage of this data as a foundation for establishing a global, public rice genetic/genomic database and information platform for advancing rice breeding technology for future rice improvement. Please see the here http://dx.doi.org/10.5524/200001 for further details.	SAMEA2569843	ERS470121													2014-09-29								leaf		
