target_id	length	eff_length	est_counts	tpm
PF3D7_1333200.1	7028	7029	4896.95	33.6652
PF3D7_1333300.1	1985	1986	522.595	12.7155
PF3D7_1333400.1	1182	1183	14414.8	588.805
PF3D7_1333500.1	1393	1394	3690	127.912
PF3D7_1333600.1	4807	4808	1328.29	13.3498
PF3D7_1333700.1	2680	2681	50924.1	917.857
PF3D7_1333800.1	3143	3144	3423.56	52.6191
PF3D7_1333900.1	4268	4269	4636.51	52.4823
PF3D7_1334000.1	1942	1943	2147.2	53.4007
PF3D7_1334100.1	4192	4193	8416.49	96.9961
PF3D7_1334200.1	2472	2473	960.072	18.7598
PF3D7_1334300.1	2067	2068	4134	96.598
PF3D7_1334400.1	930	931	1455	75.5199
PF3D7_1334500.1	3137	3138	2446.49	37.6737
PF3D7_1334600.1	1855	1856	6166.13	160.54
PF3D7_1334700.1	1679	1680	2298.03	66.0989
PF3D7_1334800.1	1735	1736	1023.31	28.4844
PF3D7_1334900.1	141	142	54	18.3761
PF3D7_1335000.1	1711	1712	2472.17	69.7787
PF3D7_1335100.1	3340	3341	268366	3881.49
PF3D7_1335200.1	3255	3256	1734.78	25.746
PF3D7_1335300.1	10899	10900	148701	659.228
PF3D7_1335400.1	10719	10720	54203.9	244.334
PF3D7_1335500.1	1482	1483	4	0.130337
PF3D7_1335600.1	1683	1684	3255	93.4022
PF3D7_1335700.1	5179	5180	50841	474.278
PF3D7_1335800.1	2216	2217	6201.23	135.164
PF3D7_1335900.1	1725	1726	183	5.1234
PF3D7_1336000.1	1835	1836	1184.04	31.1632
PF3D7_1336100.1	800	801	394.16	23.7787
PF3D7_1336200.1	2441	2442	14467	286.273
PF3D7_1336300.1	1075	1076	534	23.9816
PF3D7_1336400.1	3628	3629	2204.83	29.3586
PF3D7_1336500.1	98	99	0	0
PF3D7_1336600.1	1267	1268	6636.01	252.892
PF3D7_1336700.1	2149	2150	756.075	16.9932
PF3D7_1336800.1	2115	2116	22417.1	511.933
PF3D7_1336900.1	2335	2336	8867	183.422
PF3D7_1337000.1	3521	3522	2544.44	34.9101
PF3D7_1337100.1	1553	1554	1380.03	42.9126
PF3D7_1337200.1	3618	3619	4360	58.2165
PF3D7_1337300.1	3551	3552	2032.48	27.6505
PF3D7_1337400.1	2544	2545	14558	276.416
PF3D7_1337500.1	12921	12922	22263.2	83.2542
PF3D7_1337600.1	82	83	7	4.07538
PF3D7_1337700.1	2849	2850	13737.2	232.917
PF3D7_1337800.1	3905	3906	38308.2	473.923
PF3D7_1337900.1	1733	1734	569.014	15.8571
PF3D7_1338000.1	2612	2613	20045.9	370.71
PF3D7_1338100.1	3489	3490	4412.96	61.1016
PF3D7_1338200.1	2796	2797	2667.9	46.0921
PF3D7_1338300.1	2903	2904	13932.7	231.839
PF3D7_1338400.1	1983	1984	1259.98	30.688
PF3D7_1338500.1	2166	2167	3046.06	67.9247
PF3D7_1338600.1	4550	4551	116333	1235.22
PF3D7_1338700.1	2684	2685	5522.55	99.3903
PF3D7_1338800.1	2150	2151	3668.4	82.4109
PF3D7_1338900.1	3211	3212	4188.65	63.0155
PF3D7_1339000.1	582	583	234	19.3953
PF3D7_1339100.1	72	73	330	218.444
PF3D7_1339200.1	72	73	31	20.5205
PF3D7_1339300.1	5614	5615	3676.24	31.6375
PF3D7_1339400.1	1323	1324	2236.64	81.6313
PF3D7_1339500.1	910	911	1663.38	88.2313
PF3D7_1339600.1	2198	2199	4952.95	108.84
PF3D7_1339700.1	6491	6492	26354.8	196.169
PF3D7_1339800.1	1246	1247	169.014	6.54945
PF3D7_1339900.1	3457	3458	478.384	6.68498
PF3D7_1340000.1	1857	1858	563	14.6424
PF3D7_1340100.1	1884	1885	362.876	9.3024
PF3D7_1340200.1	767	768	131.136	8.25105
PF3D7_1340300.1	3641	3642	2698.58	35.805
PF3D7_1340400.1	1158	1159	2	0.0833863
PF3D7_1340500.1	3651	3652	473	6.25862
PF3D7_1340600.1	2959	2960	2810.14	45.8759
PF3D7_1340700.1	1238	1239	2835.91	110.604
PF3D7_1340800.1	2081	2082	2905.54	67.4364
PF3D7_1340900.1	2638	2639	10949.9	200.502
PF3D7_1341000.1	74	75	11	7.08728
PF3D7_1341100.1	108	109	2843	1260.37
PF3D7_1341200.1	2059	2060	18455.3	432.915
PF3D7_1341300.1	1921	1922	17292.2	434.756
PF3D7_1341400.1	80	81	240	143.177
PF3D7_1341500.1	2248	2249	318	6.8326
PF3D7_1341600.1	2565	2566	276.006	5.19769
PF3D7_1341700.1	538	539	13.0741	1.17212
PF3D7_1341800.1	2634	2635	798.256	14.6389
PF3D7_1341900.1	2154	2155	9969.21	223.543
PF3D7_1342000.1	2471	2472	65504.8	1280.48
PF3D7_1342100.1	4733	4734	4544.93	46.3924
PF3D7_1342200.1	3291	3292	1021	14.987
PF3D7_1342300.1	1554	1555	4209.31	130.806
PF3D7_1342400.1	2893	2894	2499.58	41.7366
PF3D7_1342500.1	1596	1597	3243.36	98.1383
PF3D7_1342600.1	3677	3678	58180.1	764.383
PF3D7_1342700.1	786	787	4037.5	247.906
PF3D7_1342800.1	3200	3201	1046.05	15.7912
PF3D7_1342900.1	12114	12115	8394.22	33.4815
PF3D7_1343000.1	3387	3388	18427.4	262.827
PF3D7_1343100.1	2905	2906	2484.21	41.3087
PF3D7_1343200.1	3716	3717	5604.45	72.8599
PF3D7_1343300.1	5176	5177	11555.2	107.857
PF3D7_1343400.1	4685	4686	6815	70.2768
PF3D7_1343500.1	1980	1981	447.052	10.9049
PF3D7_1343600.1	2353	2354	9066.31	186.111
PF3D7_1343700.1	3278	3279	3409.86	50.2509
PF3D7_1343800.1	23875	23876	18848.7	38.1478
PF3D7_1343900.1	3012	3013	1904.29	30.541
PF3D7_1344000.1	3719	3720	1819	23.6286
PF3D7_1344100.1	4513	4514	3071.32	32.8785
PF3D7_1344200.1	4499	4500	4743.44	50.9365
PF3D7_1344300.1	7807	7808	100025	619.035
PF3D7_1344400.1	2369	2370	3544.28	72.265
PF3D7_1344500.1	1103	1104	15254.1	667.676
PF3D7_1344600.1	1538	1539	1281.89	40.2495
PF3D7_1344700.1	4027	4028	6586.2	79.0122
PF3D7_1344800.1	2602	2603	3416	63.415
PF3D7_1344900.1	6539	6540	1413.45	10.4436
PF3D7_1345000.1	1509	1510	443.608	14.1962
PF3D7_1345100.1	911	912	898.373	47.6003
PF3D7_1345200.1	2742	2743	7313.34	128.836
PF3D7_1345300.1	1028	1029	1288.11	60.4902
PF3D7_1345400.1	4425	4426	6912.62	75.4709
PF3D7_1345500.1	2614	2615	2279.48	42.1223
PF3D7_1345600.1	2366	2367	465.647	9.5062
PF3D7_1345700.1	2951	2952	2655.14	43.463
PF3D7_1345800.1	4732	4733	2196.75	22.4281
PF3D7_1345900.1	1352	1353	736.264	26.2957
PF3D7_1346000.1	2088	2089	438	10.1317
PF3D7_1346100.1	2146	2147	3118	70.1766
PF3D7_1346200.1	2372	2373	490.536	9.98898
PF3D7_1346300.1	2713	2714	42348.4	754.007
PF3D7_1346400.1	18585	18586	29198.5	75.9143
PF3D7_1346500.1	2267	2268	869	18.5151
PF3D7_1346600.1	1362	1363	4395.46	155.832
PF3D7_1346700.1	2636	2637	399.257	7.31628
PF3D7_1346800.1	2144	2145	349.063	7.86366
PF3D7_1346900.1	1813	1814	1421.52	37.8674
PF3D7_1347000.1	1092	1093	237	10.478
PF3D7_1347100.1	2538	2539	9827.32	187.034
PF3D7_1347200.1	2215	2216	4802.89	104.732
PF3D7_1347300.1	1147	1148	1642.26	69.1271
PF3D7_1347400.1	1339	1340	5232.6	188.695
PF3D7_1347500.1	6152	6153	16438.1	129.096
PF3D7_1347600.1	834	835	1473.23	85.2574
PF3D7_1347700.1	4223	4224	3891.51	44.5187
PF3D7_1347800.1	771	772	86.7647	5.43093
PF3D7_1347900.1	6464	6465	587.469	4.39101
PF3D7_1348000.1	4251	4252	2263	25.7181
PF3D7_1348100.1	1038	1039	5189	241.333
PF3D7_1348200.1	1135	1136	17122	728.324
PF3D7_1348300.1	4967	4968	1157.9	11.2625
PF3D7_1348400.1	12179	12180	7549.83	29.9528
PF3D7_1348500.1	2047	2048	5065.02	119.509
PF3D7_1348600.1	1668	1669	1807.3	52.3266
PF3D7_1348700.1	2148	2149	827	18.5959
PF3D7_1348800.1	5505	5506	306.295	2.68814
PF3D7_1348900.1	760	761	2901	184.209
PF3D7_1349000.1	1428	1429	340	11.4973
PF3D7_1349100.1	1085	1086	629.373	28.0044
PF3D7_1349200.1	3029	3030	5633.42	89.8416
PF3D7_1349300.1	6317	6318	2516.02	19.2435
PF3D7_1349400.1	1915	1916	1612.37	40.6647
PF3D7_1349500.1	10895	10896	72141.2	319.937
PF3D7_1349600.1	2009	2010	2945.75	70.8186
PF3D7_1349700.1	1041	1042	1705.1	79.0733
PF3D7_1349800.1	2108	2109	803.971	18.421
PF3D7_1349900.1	611	612	167	13.186
PF3D7_1350000.1	1372	1373	1987.55	69.9512
PF3D7_1350100.1	2814	2815	9471.99	162.596
PF3D7_1350200.1	703	704	780	53.539
PF3D7_1350300.1	1532	1533	3077.32	97.0015
PF3D7_1350400.1	2804	2805	178.652	3.07767
PF3D7_1350500.1	4520	4521	2017.39	21.5627
PF3D7_1350600.1	786	787	106	6.50848
PF3D7_1350700.1	2232	2233	729.188	15.7797
PF3D7_1350800.1	741	742	3243	211.199
PF3D7_1350900.1	3732	3733	406.979	5.2682
PF3D7_1351000.1	7918	7919	2641.36	16.1178
PF3D7_1351100.1	1718	1719	5619.13	157.958
PF3D7_1351200.1	5840	5841	3854.5	31.8882
PF3D7_1351300.1	1089	1090	43	1.9063
PF3D7_1351400.1	1429	1430	13958.2	471.675
PF3D7_1351500.1	145	146	2	0.66195
PF3D7_1351600.1	1915	1916	10908.4	275.114
PF3D7_1351700.1	5557	5558	10489.1	91.1945
PF3D7_1351800.1	1472	1473	14931.8	489.843
PF3D7_1351800.2	708	709	40724.7	2775.62
PF3D7_1351900.1	1404	1405	4570.41	157.191
PF3D7_1352000.1	6310	6311	19480.6	149.16
PF3D7_1352100.1	4359	4360	1783.23	19.7637
PF3D7_1352200.1	2768	2769	2279.92	39.7873
PF3D7_1352300.1	2630	2631	1590.86	29.2186
PF3D7_1352400.1	5736	5737	26682.4	224.744
PF3D7_1352500.1	2038	2039	94705.2	2244.42
PF3D7_1352600.1	1269	1270	51	1.9405
PF3D7_1352700.1	8668	8669	3497.42	19.4952
PF3D7_1352800.1	3396	3397	1224.96	17.4251
PF3D7_1352900.1	2889	2890	6662.61	111.403
PF3D7_1353000.1	2406	2407	9899	198.73
PF3D7_1353100.1	2123	2124	787.181	17.9089
PF3D7_1353200.1	2498	2499	12561	242.889
PF3D7_1353300.1	6716	6717	9038	65.0198
PF3D7_1353400.1	4309	4310	1798.57	20.1651
PF3D7_1353500.1	1665	1666	996.992	28.9178
PF3D7_1353600.1	2352	2353	17810.8	365.772
PF3D7_1353700.1	1142	1143	241.679	10.2174
PF3D7_1353800.1	1440	1441	482	16.1633
PF3D7_1353900.1	1697	1698	6678.26	190.053
PF3D7_1354000.1	1788	1789	272.16	7.35126
PF3D7_1354100.1	1763	1764	106	2.90373
PF3D7_1354200.1	3588	3589	815.733	10.983
PF3D7_1354300.1	4366	4367	2977.35	32.9454
PF3D7_1354400.1	2250	2251	2281.18	48.9702
PF3D7_1354500.1	2406	2407	3504.43	70.3542
PF3D7_1354600.1	1289	1290	1972.92	73.9038
PF3D7_1354700.1	1224	1225	383	15.1081
PF3D7_1354800.1	3272	3273	943.589	13.9311
PF3D7_1354900.1	2837	2838	4255.16	72.4522
PF3D7_1355100.1	4311	4312	2279.19	25.5417
PF3D7_1355200.1	3664	3665	1444.19	19.0414
PF3D7_1355300.1	2453	2454	288.608	5.68306
PF3D7_1355400.1	73	74	1	0.653005
PF3D7_1355500.1	3654	3655	15086.3	199.455
PF3D7_1355600.1	3321	3322	2311.52	33.6238
PF3D7_1355700.1	6605	6606	4978.72	36.419
PF3D7_1355800.1	2298	2299	1188.29	24.9765
PF3D7_1355900.1	2152	2153	981	22.0178
PF3D7_1356000.1	4197	4198	2057	23.6777
PF3D7_1356100.1	4308	4309	8442.85	94.6806
PF3D7_1356200.1	1405	1406	451.034	15.5014
PF3D7_1356300.1	1803	1804	6662.39	178.46
PF3D7_1356400.1	3974	3975	516.071	6.27365
PF3D7_1356500.1	588	589	22	1.80491
PF3D7_1356600.1	2881	2882	880.045	14.7557
PF3D7_1356700.1	2152	2153	779.906	17.5044
PF3D7_1356800.1	14568	14569	14927.4	49.5113
PF3D7_1356900.1	2278	2279	25278.1	535.979
PF3D7_1357000.1	3743	3744	19946.4	257.44
PF3D7_1357100.1	4288	4289	4131.24	46.5449
PF3D7_1357200.1	2415	2416	2096.5	41.9321
PF3D7_1357300.1	366	367	18	2.37003
PF3D7_1357400.1	5320	5321	1594.01	14.4759
PF3D7_1357500.1	3498	3499	2340	32.3162
PF3D7_1357600.1	746	747	9434.75	610.321
PF3D7_1357700.1	4915	4916	1975.9	19.4223
PF3D7_1357800.1	3337	3338	6687.79	96.8155
PF3D7_1357900.1	1676	1677	1469.71	42.3492
PF3D7_1358000.1	7554	7555	9165.66	58.6243
PF3D7_1358100.1	3089	3090	4730.4	73.9754
PF3D7_1358200.1	5620	5621	4674.38	40.1845
PF3D7_1358300.1	1906	1907	1149.02	29.1156
PF3D7_1358400.1	1266	1267	4754.76	181.343
PF3D7_1358500.1	2674	2675	280.031	5.0586
PF3D7_1358600.1	3018	3019	1297	20.7599
PF3D7_1358700.1	2255	2256	12578.1	269.416
PF3D7_1358800.1	1609	1610	22421.1	672.945
PF3D7_1358900.1	1934	1935	3557.05	88.8295
PF3D7_1359000.1	11163	11164	1951.24	8.44576
PF3D7_1359100.1	2722	2723	1007.62	17.8813
PF3D7_1359200.1	1492	1493	4437.84	143.635
PF3D7_1359300.1	4210	4211	8582.2	98.483
PF3D7_1359400.1	3547	3548	3209.92	43.7178
PF3D7_1359500.1	810	811	2870	171.005
PF3D7_1359600.1	10667	10668	28617	129.625
PF3D7_1359700.1	13187	13188	6498.35	23.8107
PF3D7_1359800.1	612	613	3873	305.306
PF3D7_1359900.1	7535	7536	12863	82.4805
PF3D7_1360000.1	534	535	23094	2085.9
PF3D7_1360100.1	1419	1420	89	3.02866
PF3D7_1360200.1	1187	1188	3115	126.704
PF3D7_1360300.1	1929	1930	784	19.6294
PF3D7_1360400.1	1196	1197	1853	74.8048
PF3D7_1360500.1	9540	9541	1699.31	8.6065
PF3D7_1360700.1	5320	5321	1766.56	16.0429
PF3D7_1360800.1	4612	4613	9777.9	102.426
PF3D7_1360900.1	2703	2704	2244.68	40.114
PF3D7_1361000.1	2542	2543	564.78	10.732
PF3D7_1361100.1	3785	3786	18978.5	242.231
PF3D7_1361200.1	6034	6035	3243.56	25.9712
PF3D7_1361300.1	1339	1340	2142.95	77.2779
PF3D7_1361400.1	839	840	1120.77	64.4742
PF3D7_1361500.1	1907	1908	3228.84	81.7741
PF3D7_1361500.2	336	337	1957.16	280.638
PF3D7_1361600.1	414	415	55	6.40417
PF3D7_1361700.1	1965	1966	1859.31	45.6999
PF3D7_1361800.1	8468	8469	167271	954.412
PF3D7_1361900.1	2326	2327	28963	601.444
PF3D7_1362000.1	1746	1747	578.046	15.9889
PF3D7_1362100.1	940	941	302	15.5083
PF3D7_1362200.1	2649	2650	1356.71	24.7395
PF3D7_1362300.1	1575	1576	1835.13	56.2676
PF3D7_1362400.1	7249	7250	2822.8	18.8144
PF3D7_1362500.1	3014	3015	945.155	15.1483
PF3D7_1362600.1	1182	1183	919.499	37.5591
PF3D7_1362700.1	8543	8544	5458.62	30.8724
PF3D7_1362800.1	6947	6948	5693.29	39.5961
PF3D7_1362900.1	4911	4912	1755	17.265
PF3D7_1363000.1	3716	3717	849.918	11.0493
PF3D7_1363100.1	3770	3771	2716.09	34.8045
PF3D7_1363200.1	2338	2339	3074.22	63.5115
PF3D7_1363300.1	1296	1297	2813.67	104.829
PF3D7_1363400.1	4205	4206	773.357	8.88503
PF3D7_1363500.1	3252	3253	3527.08	52.3937
PF3D7_1363600.1	793	794	4783	291.091
PF3D7_1363700.1	3329	3330	1517.05	22.0142
PF3D7_1363800.1	2046	2047	630	14.8721
PF3D7_1364000.1	3974	3975	6827.24	82.9959
PF3D7_1364100.1	3078	3079	9816.52	154.062
PF3D7_1364200.1	6642	6643	1208.49	8.79076
PF3D7_1364300.1	3968	3969	10455.3	127.293
PF3D7_1364400.1	11263	11264	3157.93	13.5475
PF3D7_1364500.1	2065	2066	405.97	9.49536
PF3D7_1364600.1	3377	3378	2682	38.3661
PF3D7_1364700.1	1299	1300	1466	54.4928
PF3D7_1364800.1	1553	1554	2201.23	68.4483
PF3D7_1364900.1	1775	1776	2158.78	58.7373
PF3D7_1365000.1	1997	1998	1532.3	37.0593
PF3D7_1365100.1	853	854	645.204	36.5079
PF3D7_1365200.1	1125	1126	1813.42	77.8231
PF3D7_1365300.1	3931	3932	323.584	3.97669
PF3D7_1365400.1	2842	2843	317.249	5.39226
PF3D7_1365500.1	1805	1806	8030.73	214.875
PF3D7_1365600.1	1869	1870	55863.3	1443.55
PF3D7_1365700.1	3232	3233	3766.87	56.3019
PF3D7_1365800.1	1582	1583	26716	815.528
PF3D7_1365900.1	1717	1718	24383.9	685.849
PF3D7_1366000.1	2019	2020	823.396	19.6973
PF3D7_1366100.1	1098	1099	261.223	11.4858
PF3D7_1366200.1	1125	1126	3088.38	132.538
PF3D7_1366300.1	13790	13791	9090.46	31.8521
PF3D7_1366400.1	6219	6220	5629.55	43.7352
PF3D7_1366500.1	2277	2278	1456.49	30.896
PF3D7_1366600.1	3646	3647	16341.9	216.528
PF3D7_1366700.1	2870	2871	1050.8	17.6863
PF3D7_1366800.1	2289	2290	1777.12	37.4999
PF3D7_1366900.1	4647	4648	6160.66	64.0486
PF3D7_1367000.1	2092	2093	515.78	11.9081
PF3D7_1367100.1	2270	2271	787.096	16.7478
PF3D7_1367200.1	1104	1105	177	7.74033
PF3D7_1367300.1	1008	1009	57	2.72981
PF3D7_1367400.1	4152	4153	465.215	5.41303
PF3D7_1367500.1	2112	2113	8468.23	193.661
PF3D7_1367600.1	1465	1466	168.003	5.53772
PF3D7_1367700.1	4907	4908	12638.6	124.435
PF3D7_1367800.1	3549	3550	147	2.00095
PF3D7_1367900.1	1944	1945	167	4.14902
PF3D7_1368000.1	705	706	144	9.85612
PF3D7_1368100.1	1509	1510	11482.1	367.444
PF3D7_1368200.1	3646	3647	1796.28	23.8005
PF3D7_1368300.1	823	824	363.863	21.3383
PF3D7_1368400.1	2548	2549	1980.4	37.5432
PF3D7_1368500.1	3001	3002	890.328	14.3314
PF3D7_1368600.1	1378	1379	1917.85	67.2044
PF3D7_1368700.1	2723	2724	14851.1	263.451
PF3D7_1368800.1	5983	5984	11947.3	96.4772
PF3D7_1368900.1	3362	3363	810.032	11.6392
PF3D7_1369000.1	3178	3179	1648.87	25.0636
PF3D7_1369100.1	2559	2560	1076.17	20.3137
PF3D7_1369200.1	7518	7519	4953.07	31.8319
PF3D7_1369300.1	2540	2541	561.965	10.6869
PF3D7_1369400.1	9750	9751	2316.96	11.482
PF3D7_1369500.1	4247	4248	1896.76	21.5762
PF3D7_1369600.1	3224	3225	7206.05	107.973
PF3D7_1369700.1	1381	1382	960.415	33.5814
PF3D7_1369800.1	74	75	67	43.168
PF3D7_1369900.1	72	73	1	0.66195
PF3D7_1370000.1	74	75	10	6.44298
PF3D7_1370100.1	72	73	12	7.9434
PF3D7_1370200.1	71	72	26	17.4497
PF3D7_1370300.1	2545	2546	8452	160.417
PF3D7_1370500.1	615	616	43.0952	3.38062
PF3D7_1370800.1	1026	1027	48648.5	2289.01
PF3D7_1370900.1	597	598	347	28.0399
PF3D7_1371000.1	2151	2152	498.87	11.202
PF3D7_1371200.1	160	161	0	0
PF3D7_1371300.1	4215	4216	2428.87	27.8389
PF3D7_1371500.1	1904	1905	1187.07	30.1113
PF3D7_1371600.1	8127	8128	4673	27.7818
PF3D7_1371700.1	2840	2841	1014.01	17.2473
PF3D7_1371800.1	2489	2490	6492.65	126
PF3D7_1371900.1	1120	1121	105	4.52618
PF3D7_1372000.1	2700	2701	309.003	5.52823
PF3D7_1372100.1	3649	3650	257.044	3.403
PF3D7_1372200.1	2149	2150	14621	328.615
PF3D7_1372300.1	4250	4251	744.915	8.46767
PF3D7_1372400.1	3114	3115	268.188	4.16034
PF3D7_1372500.1	906	907	127.292	6.78177
PF3D7_1372600.1	819	820	28	1.65003
PF3D7_1372700.1	1047	1048	2.39779	0.11056
PF3D7_1372800.1	903	904	0	0
PF3D7_1372900.1	1332	1333	7.55617	0.273917
PF3D7_1373000.1	1011	1012	17.1421	0.818526
PF3D7_1373100.1	1026	1027	30	1.41156
PF3D7_1373200.1	213	214	2.26867	0.512278
PF3D7_1373300.1	1065	1066	0	0
PF3D7_1373400.1	1134	1135	113.816	4.8457
PF3D7_1373500.1	6672	6673	181.969	1.31773
PF3D7_1400100.1	2934	2935	232.542	3.82862
PF3D7_1400200.1	1095	1096	42.9342	1.89296
PF3D7_1400300.1	1029	1030	22.1059	1.0371
PF3D7_1400400.1	1014	1015	21.2352	1.01097
PF3D7_1400500.1	1020	1021	2	0.094657
PF3D7_1400600.1	1104	1105	0	0
PF3D7_1400700.1	882	883	6.31408	0.345539
PF3D7_1400800.1	951	952	0	0
PF3D7_1400900.1	834	835	0	0
PF3D7_1401000.1	924	925	20	1.04481
PF3D7_1401050.1	1356	1357	1	0.0356097
PF3D7_1401100.1	3471	3472	798.227	11.1095
PF3D7_1401200.1	2265	2266	1610.45	34.3428
PF3D7_1401300.1	2372	2373	3889.14	79.1961
PF3D7_1401400.1	2202	2203	435330	9548.88
PF3D7_1401500.1	2631	2632	125.001	2.29496
PF3D7_1401600.1	3412	3413	18353.4	259.853
PF3D7_1401700.1	813	814	24	1.42474
PF3D7_1401800.1	4723	4724	2164.79	22.1439
PF3D7_1401900.1	2051	2052	14188.1	334.115
PF3D7_1402000.1	1992	1993	1839.15	44.5922
PF3D7_1402100.1	3109	3110	657.028	10.2087
PF3D7_1402200.1	1646	1647	9845.92	288.876
PF3D7_1402300.1	3485	3486	1728.31	23.9576
PF3D7_1402400.1	2125	2126	1258.03	28.594
PF3D7_1402500.1	2030	2031	12428.5	295.703
PF3D7_1402550.1	86	87	7	3.88801
PF3D7_1402600.1	83	84	17	9.77953
PF3D7_1402700.1	3060	3061	28833.2	455.175
PF3D7_1402800.1	5209	5210	4713	43.7127
PF3D7_1402900.1	2959	2960	726	11.852
PF3D7_1403000.1	1445	1446	1954.55	65.317
PF3D7_1403100.1	6939	6940	30010.9	208.963
PF3D7_1403200.1	1221	1222	1713	67.7383
PF3D7_1403300.1	3486	3487	564.014	7.81603
PF3D7_1403400.1	1944	1945	7265	180.495
PF3D7_1403500.1	947	948	2175.19	110.876
PF3D7_1403600.1	1274	1275	849.904	32.2113
PF3D7_1403700.1	2271	2272	240.98	5.12532
PF3D7_1403800.1	4629	4630	715	7.46231
PF3D7_1403900.1	1884	1885	493.407	12.6486
PF3D7_1404000.1	581	582	4320	358.682
PF3D7_1404100.1	1448	1449	1066	35.5498
PF3D7_1404200.1	1172	1173	375	15.4483
PF3D7_1404300.1	609	610	435	34.4594
PF3D7_1404400.1	1326	1327	75.0484	2.73287
PF3D7_1404500.1	2098	2099	645.092	14.8511
PF3D7_1404600.1	2793	2794	765.949	13.2471
PF3D7_1404600.2	2010	2011	0	0
PF3D7_1404600.3	2412	2413	271.056	5.42813
PF3D7_1404700.1	1615	1616	299.472	8.95496
PF3D7_1404800.1	4880	4881	3053.19	30.2269
PF3D7_1404900.1	3427	3428	7068.32	99.6376
PF3D7_1405000.1	2701	2702	1209.36	21.6282
PF3D7_1405100.1	4072	4073	3003.68	35.6359
PF3D7_1405200.1	1303	1304	401	14.8599
PF3D7_1405300.1	3499	3500	9945.21	137.308
PF3D7_1405400.1	5003	5004	6041.79	58.344
PF3D7_1405500.1	2241	2242	4134.98	89.1223
PF3D7_1405600.1	1619	1620	1763.01	52.588
PF3D7_1405700.1	3497	3498	3090.53	42.6934
PF3D7_1405800.1	3852	3853	3330.29	41.7667
PF3D7_1405900.1	4289	4290	4211.81	47.4417
PF3D7_1406000.1	740	741	957.329	62.4297
PF3D7_1406100.1	4777	4778	1167.45	11.8071
PF3D7_1406200.1	9723	9724	11202.4	55.6692
PF3D7_1406300.1	2627	2628	5225.63	96.0864
PF3D7_1406400.1	2269	2270	14514	308.965
PF3D7_1406500.1	4584	4585	977.126	10.2982
PF3D7_1406600.1	5447	5448	21264.6	188.611
PF3D7_1406700.1	1943	1944	370.224	9.20273
PF3D7_1406800.1	3069	3070	5278.51	83.0847
PF3D7_1406900.1	1909	1910	257.264	6.50869
PF3D7_1407000.1	3819	3820	163	2.06192
PF3D7_1407100.1	2261	2262	8007.73	171.067
PF3D7_1407200.1	1934	1935	1169.73	29.2114
PF3D7_1407300.1	3327	3328	16701.9	242.51
PF3D7_1407400.1	2230	2231	4696.63	101.727
PF3D7_1407500.1	1495	1496	1859.49	60.0634
PF3D7_1407600.1	6344	6345	3642.04	27.7371
PF3D7_1407700.1	1221	1222	97	3.83574
PF3D7_1407800.1	3979	3980	7256.93	88.1086
PF3D7_1407900.1	4162	4163	5081.75	58.9869
PF3D7_1408000.1	3018	3019	5392.72	86.3164
PF3D7_1408100.1	2419	2420	3813	76.1377
PF3D7_1408200.1	5463	5464	3835.34	33.9189
PF3D7_1408300.1	453	454	899	95.6868
PF3D7_1408400.1	4508	4509	5307.23	56.8769
PF3D7_1408500.1	1608	1609	2061.24	61.9044
PF3D7_1408600.1	1424	1425	6691	226.895
PF3D7_1408700.1	22620	22621	17076.8	36.479
PF3D7_1408800.1	1864	1865	113.983	2.95332
PF3D7_1408900.1	1732	1733	116.246	3.24137
PF3D7_1409000.1	3056	3057	2701.25	42.699
PF3D7_1409100.1	4758	4759	9231.47	93.7353
PF3D7_1409200.1	2059	2060	13800.2	323.718
PF3D7_1409200.2	561	562	9.9034	0.851523
PF3D7_1409300.1	2022	2023	10924.1	260.937
PF3D7_1409400.1	1980	1981	71729.5	1749.69
PF3D7_1409500.1	3755	3756	2781.09	35.7798
PF3D7_1409600.1	3237	3238	22789	340.092
PF3D7_1409700.1	3251	3252	1692.43	25.1483
PF3D7_1409800.1	3906	3907	3627.9	44.8705
PF3D7_1409900.1	4425	4426	34170.4	373.067
PF3D7_1410000.1	1835	1836	1955.52	51.4681
PF3D7_1410100.1	1622	1623	508.005	15.1251
PF3D7_1410200.1	4463	4464	1802.03	19.5068
PF3D7_1410300.1	14512	14513	19944.3	66.4063
PF3D7_1410400.1	4040	4041	34779.9	415.899
PF3D7_1410500.1	1250	1251	3142	121.366
PF3D7_1410600.1	3518	3519	7383.29	101.386
PF3D7_1410700.1	2251	2252	1363.61	29.2596
PF3D7_1410800.1	1951	1952	3414.27	84.5212
PF3D7_1410900.1	3444	3445	3516.06	49.3191
PF3D7_1411000.1	6500	6501	12229.4	90.902
PF3D7_1411000.2	6096	6097	67983	538.806
PF3D7_1411100.1	3363	3364	1683.45	24.1821
PF3D7_1411200.1	4252	4253	10453.8	118.776
PF3D7_1411300.1	3132	3133	1234.49	19.0404
PF3D7_1411400.1	7017	7018	5151.07	35.4676
PF3D7_1411500.1	3557	3558	4261.46	57.8762
PF3D7_1411600.1	2056	2057	925	21.7298
PF3D7_1411700.1	2394	2395	462.217	9.32586
PF3D7_1411800.1	2560	2561	1210.69	22.844
PF3D7_1411900.1	2340	2341	4645.38	95.8889
PF3D7_1412000.1	1937	1938	1937.87	48.3192
PF3D7_1412100.1	3465	3466	9348.39	130.334
